,NAME,TEAM,SALARY
245,"Miles Bridges, SF",Charlotte Hornets,"$3,206,640"
246,"Marquese Chriss, SF",Cleveland Cavaliers,"$3,206,160"
247,"Tomas Satoransky, SG",Washington Wizards,"$3,129,187"
248,"Bryn Forbes, SG",San Antonio Spurs,"$3,125,000"
249,"Donovan Mitchell, SG",Utah Jazz,"$3,111,480"
250,"Terry Rozier, SG",Boston Celtics,"$3,050,390"
251,"Jerome Robinson, SG",LA Clippers,"$3,046,200"
252,"Yogi Ferrell, PG",Sacramento Kings,"$3,000,000"
253,"Bam Adebayo, C",Miami Heat,"$2,955,840"
254,"Jakob Poeltl, C",San Antonio Spurs,"$2,947,320"
255,"Michael Porter Jr., SF",Denver Nuggets,"$2,894,160"
256,"Justin Jackson, F",Dallas Mavericks,"$2,807,880"
257,"Thon Maker, F",Detroit Pistons,"$2,799,720"
258,"Seth Curry, SG",Portland Trail Blazers,"$2,795,000"
259,"Cedi Osman, SF",Cleveland Cavaliers,"$2,775,000"
260,"Sam Dekker, F",Washington Wizards,"$2,760,095"
261,"Troy Brown Jr., SF",Washington Wizards,"$2,749,080"
262,"Justin Patton, C",Philadelphia 76ers,"$2,667,600"
263,"Domantas Sabonis, PF",Indiana Pacers,"$2,659,800"
264,"Jerian Grant, G",Orlando Magic,"$2,639,314"
265,"Delon Wright, SG",Memphis Grizzlies,"$2,536,898"
266,"D.J. Wilson, F",Milwaukee Bucks,"$2,534,280"
267,"Taurean Prince, PF",Atlanta Hawks,"$2,526,840"
268,"Dario Saric, PF",Minnesota Timberwolves,"$2,526,840"
269,"Zhaire Smith, SG",Philadelphia 76ers,"$2,526,840"
270,"Justin Anderson, F",Atlanta Hawks,"$2,516,048"
271,"Manu Ginobili, G",San Antonio Spurs,"$2,500,000"
272,"Reggie Bullock Jr., SF",Los Angeles Lakers,"$2,500,000"
273,"Bobby Portis, F",Washington Wizards,"$2,494,346"
274,"Dante Cunningham, F",San Antonio Spurs,"$2,487,000"
275,"Donte DiVincenzo, SG",Milwaukee Bucks,"$2,481,000"
276,"Rondae Hollis Jefferson, SF",Brooklyn Nets,"$2,470,357"
277,"Emeka Okafor, C",Philadelphia 76ers,"$2,445,085"
278,"Kendrick Perkins, C",Cleveland Cavaliers,"$2,445,085"
279,"Tyus Jones, PG",Minnesota Timberwolves,"$2,444,053"
280,"Jarell Martin, F",Orlando Magic,"$2,416,222"
281,"T.J. Leaf, PF",Indiana Pacers,"$2,407,560"
282,"Wayne Ellington, SG",Detroit Pistons,"$2,383,076"
283,"Lonnie Walker IV, G",San Antonio Spurs,"$2,357,160"
284,"John Collins, PF",Atlanta Hawks,"$2,299,080"
285,"Denzel Valentine, G",Boston Celtics,"$2,280,600"
286,"Larry Nance Jr., PF",Cleveland Cavaliers,"$2,272,391"
287,"Kevin Huerter, SG",Atlanta Hawks,"$2,250,960"
288,"Brandon Jennings, G",Milwaukee Bucks,"$2,222,803"
289,"Harry Giles III, PF",Sacramento Kings,"$2,207,040"
290,"Darius Miller, SF",New Orleans Pelicans,"$2,205,000"
291,"Juancho Hernangomez, PF",Denver Nuggets,"$2,166,360"
292,"Josh Okogie, SF",Minnesota Timberwolves,"$2,160,720"
293,"Raul Neto, PG",Utah Jazz,"$2,150,000"
294,"Terrance Ferguson, SF",Oklahoma City Thunder,"$2,118,840"
295,"Grayson Allen, SG",Utah Jazz,"$2,074,320"
296,"Sean Kilpatrick, G",Chicago Bulls,"$2,054,856"
297,"OG Anunoby, SF",Toronto Raptors,"$2,034,120"
298,"Jarrett Allen, C",Brooklyn Nets,"$2,034,120"
299,"Corey Brewer, F",Sacramento Kings,"$2,000,000"
300,"Torrey Craig, SF",Denver Nuggets,"$2,000,000"
301,"Chandler Hutchison, SF",Chicago Bulls,"$1,990,520"
302,"Ante Zizic, C",Cleveland Cavaliers,"$1,952,760"
303,"Shabazz Napier, G",Brooklyn Nets,"$1,942,422"
304,"Aaron Holiday, G",Indiana Pacers,"$1,911,960"
305,"Tyler Lydon, F",Denver Nuggets,"$1,874,640"
306,"Trey Burke, PG",Dallas Mavericks,"$1,795,015"
307,"DeAndre Liggins, G",Miami Heat,"$1,795,015"
308,"Malik Beasley, SG",Denver Nuggets,"$1,773,840"
309,"Moritz Wagner, C",Los Angeles Lakers,"$1,762,080"
310,"Anfernee Simons, SG",Portland Trail Blazers,"$1,760,520"
311,"Nerlens Noel, C",Oklahoma City Thunder,"$1,757,429"
312,"Caleb Swanigan, F",Sacramento Kings,"$1,740,000"
313,"Furkan Korkmaz, SG",Philadelphia 76ers,"$1,740,000"
314,"Landry Shamet, SG",LA Clippers,"$1,703,649"
315,"Caris LeVert, SG",Brooklyn Nets,"$1,702,800"
316,"Jonah Bolden, PF",Philadelphia 76ers,"$1,690,000"
317,"Kyle Kuzma, SF",Los Angeles Lakers,"$1,689,840"
318,"Tony Bradley, C",Utah Jazz,"$1,679,520"
319,"Derrick White, PG",San Antonio Spurs,"$1,667,160"
320,"Spencer Dinwiddie, PG",Brooklyn Nets,"$1,656,092"
321,"Julyan Stone, G",Chicago Bulls,"$1,656,092"
322,"MarShon Brooks, G",Memphis Grizzlies,"$1,656,092"
323,"Josh Hart, SG",Los Angeles Lakers,"$1,655,160"
324,"Robert Williams III, C",Boston Celtics,"$1,654,440"
325,"Jacob Evans, G",Golden State Warriors,"$1,644,240"
326,"Pat Connaughton, SG",Milwaukee Bucks,"$1,641,000"
327,"DeAndre' Bembry, SG",Atlanta Hawks,"$1,634,640"
328,"James Ennis III, F",Philadelphia 76ers,"$1,621,415"
329,"Omari Rasulala Spellman, F",Atlanta Hawks,"$1,620,480"
330,"Luke Kornet, C",New York Knicks,"$1,619,260"
331,"Rodions Kurucs, SF",Brooklyn Nets,"$1,618,320"
332,"Richaun Holmes, F",Phoenix Suns,"$1,600,520"
333,"T.J. McConnell, PG",Philadelphia 76ers,"$1,600,520"
334,"Dwight Buycks, G",Detroit Pistons,"$1,600,520"
335,"Malachi Richardson, G",Toronto Raptors,"$1,569,360"
336,"Jahlil Okafor, C",New Orleans Pelicans,"$1,567,707"
337,"Quinn Cook, PG",Golden State Warriors,"$1,544,951"
338,"Georgios Papagiannis, C",Portland Trail Blazers,"$1,544,951"
339,"Chinanu Onuaku, C",Portland Trail Blazers,"$1,544,951"
340,"Malcolm Brogdon, PG",Milwaukee Bucks,"$1,544,951"
341,"Timothe Luwawu-Cabarrot, SG",Chicago Bulls,"$1,544,951"
342,"Skal Labissiere, C",Portland Trail Blazers,"$1,544,951"
343,"Dorian Finney-Smith, PF",Dallas Mavericks,"$1,544,951"
344,"Cheick Diallo, F",New Orleans Pelicans,"$1,544,951"
345,"Ivica Zubac, C",LA Clippers,"$1,544,951"
346,"Pascal Siakam, PF",Toronto Raptors,"$1,544,951"
347,"Wade Baldwin IV, G",Portland Trail Blazers,"$1,544,951"
348,"Andrew Harrison, G",New Orleans Pelicans,"$1,544,951"
349,"Rodney McGruder, G",Miami Heat,"$1,544,951"
350,"Damian Jones, C",Golden State Warriors,"$1,544,951"
351,"Paul Zipser, F",Chicago Bulls,"$1,544,951"
352,"Wayne Selden, G",Chicago Bulls,"$1,544,951"
353,"Willy Hernangomez, C",Charlotte Hornets,"$1,544,951"
354,"Jake Layman, F",Portland Trail Blazers,"$1,544,951"
355,"Dejounte Murray, SG",New Orleans Pelicans,"$1,544,951"
356,"Alex Poythress, F",Atlanta Hawks,"$1,544,951"
357,"Shelvin Mack, G",Charlotte Hornets,"$1,512,601"
358,"Omri Casspi, F",Memphis Grizzlies,"$1,512,601"
359,"Derrick Rose, PG",Minnesota Timberwolves,"$1,512,601"
360,"David Nwaba, SF",Cleveland Cavaliers,"$1,512,601"
361,"Raymond Felton, G",Oklahoma City Thunder,"$1,512,601"
362,"Quincy Pondexter, F",San Antonio Spurs,"$1,512,601"
363,"Troy Williams, F",Sacramento Kings,"$1,512,601"
364,"JaVale McGee, C",Los Angeles Lakers,"$1,512,601"
365,"Isaiah Thomas, G",Denver Nuggets,"$1,512,601"
366,"Amir Johnson, F",Philadelphia 76ers,"$1,512,601"
367,"Jamal Crawford, G",Phoenix Suns,"$1,512,601"
368,"Luol Deng, F",Minnesota Timberwolves,"$1,512,601"
369,"Treveon Graham, F",Brooklyn Nets,"$1,512,601"
370,"Isaiah Canaan, G",Milwaukee Bucks,"$1,512,601"
371,"Udonis Haslem, PF",Miami Heat,"$1,512,601"
372,"Dwyane Wade, G",Miami Heat,"$1,512,601"
373,"Christian Wood, F",New Orleans Pelicans,"$1,512,601"
374,"Carmelo Anthony, PF",Houston Rockets,"$1,512,601"
375,"Jeff Green, PF",Washington Wizards,"$1,512,601"
376,"Gerald Green, G",Houston Rockets,"$1,512,601"
377,"Kevon Looney, F",Golden State Warriors,"$1,512,601"
378,"Jonas Jerebko, F",Golden State Warriors,"$1,512,601"
379,"Jose Calderon, G",Detroit Pistons,"$1,512,601"
380,"Zaza Pachulia, C",Detroit Pistons,"$1,512,601"
381,"Derrick Jones Jr., SF",Miami Heat,"$1,512,601"
382,"Devin Harris, G",Dallas Mavericks,"$1,512,601"
383,"Georges Niang, SF",Utah Jazz,"$1,512,601"
384,"Channing Frye, F",Cleveland Cavaliers,"$1,512,601"
385,"Ian Clark, G",New Orleans Pelicans,"$1,512,601"
386,"Noah Vonleh, PF",New York Knicks,"$1,512,601"
387,"Vince Carter, G",Atlanta Hawks,"$1,512,601"
388,"Svi Mykhailiuk, SG",Detroit Pistons,"$1,487,694"
389,"Mitchell Robinson, C",New York Knicks,"$1,485,440"
390,"Dakari Johnson, C",Memphis Grizzlies,"$1,378,242"
391,"Frank Jackson, G",New Orleans Pelicans,"$1,378,242"
392,"Jaylen Morris, F",Milwaukee Bucks,"$1,378,242"
393,"Khem Birch, C",Orlando Magic,"$1,378,242"
394,"Brandon Paul, G",San Antonio Spurs,"$1,378,242"
395,"Wes Iwundu, F",Orlando Magic,"$1,378,242"
396,"Jawun Evans, G",Oklahoma City Thunder,"$1,378,242"
397,"Abdel Nader, SF",Oklahoma City Thunder,"$1,378,242"
398,"Royce O'Neale, PF",Utah Jazz,"$1,378,242"
399,"Ivan Rabb, PF",Memphis Grizzlies,"$1,378,242"
400,"Damyean Dotson, SG",New York Knicks,"$1,378,242"
401,"Thomas Bryant, C",Washington Wizards,"$1,378,242"
402,"Rodney Purvis, G",Miami Heat,"$1,378,242"
403,"Frank Mason III, G",Sacramento Kings,"$1,378,242"
404,"Sterling Brown, SF",Milwaukee Bucks,"$1,378,242"
405,"David Stockton, G",Los Angeles Lakers,"$1,378,242"
406,"Semi Ojeleye, PF",Boston Celtics,"$1,378,242"
407,"Daniel Theis, C",Boston Celtics,"$1,378,242"
408,"Zhou Qi, C",Houston Rockets,"$1,378,242"
409,"Dillon Brooks, SF",Memphis Grizzlies,"$1,378,242"
410,"Tyler Dorsey, G",Memphis Grizzlies,"$1,378,242"
411,"Maxi Kleber, PF",Dallas Mavericks,"$1,378,242"
412,"Jordan Bell, F",Golden State Warriors,"$1,378,242"
413,"Ike Anigbogu, C",Indiana Pacers,"$1,378,242"
414,"Jabari Bird, G",Atlanta Hawks,"$1,349,464"
415,"Ben Moore, F",San Antonio Spurs,"$1,349,383"
416,"Monte Morris, PG",Denver Nuggets,"$1,349,383"
417,"Ryan Arcidiacono, G",Chicago Bulls,"$1,349,383"
418,"Daniel Hamilton, F",Atlanta Hawks,"$1,349,383"
419,"Antonio Blakeney, G",Chicago Bulls,"$1,349,383"
420,"Alfonzo McKinnie, F",Golden State Warriors,"$1,349,383"
421,"Tyrone Wallace, G",LA Clippers,"$1,349,383"
422,"Tyson Chandler, C",Los Angeles Lakers,"$1,333,140"
423,"Shaquille Harrison, G",Chicago Bulls,"$1,311,265"
424,"Elie Okobo, G",Phoenix Suns,"$1,238,464"
425,"Jalen Brunson, PG",Dallas Mavericks,"$1,230,000"
426,"Joakim Noah, C",Memphis Grizzlies,"$1,093,858"
427,"Melvin Frazier Jr., G",Orlando Magic,"$1,050,000"
428,"Nick Young, G",Denver Nuggets,"$1,042,584"
429,"Isaac Bonga, G",Los Angeles Lakers,"$1,000,000"
430,"Devonte' Graham, PG",Charlotte Hornets,"$988,464"
431,"De'Anthony Melton, SG",Phoenix Suns,"$949,000"
432,"Ron Baker, G",Washington Wizards,"$948,580"
433,"Austin Rivers, SG",Houston Rockets,"$922,943"
434,"Chasson Randle, G",Washington Wizards,"$869,094"
435,"Gary Trent Jr., SG",Portland Trail Blazers,"$838,464"
436,"Bruce Brown, SF",Detroit Pistons,"$838,464"
437,"Hamidou Diallo, G",Oklahoma City Thunder,"$838,464"
438,"Brad Wanamaker, PG",Boston Celtics,"$838,464"
439,"Kenrich Williams, SF",New Orleans Pelicans,"$838,464"
440,"Alize Johnson, F",Indiana Pacers,"$838,464"
441,"Ryan Broekhoff, G",Dallas Mavericks,"$838,464"
442,"Isaiah Briscoe, G",Orlando Magic,"$838,464"
443,"Isaiah Hartenstein, C",Houston Rockets,"$838,464"
444,"Keita Bates-Diop, SF",Minnesota Timberwolves,"$838,464"
445,"Jarred Vanderbilt, PF",Denver Nuggets,"$838,464"
446,"Khyri Thomas, SG",Detroit Pistons,"$838,464"
447,"Chimezie Metu, PF",San Antonio Spurs,"$838,464"
448,"Jevon Carter, PG",Memphis Grizzlies,"$838,464"
449,"Patrick McCaw, SF",Toronto Raptors,"$777,665"
450,"Kenneth Faried, F",Houston Rockets,"$683,661"
451,"Brandon Goodwin, G",Denver Nuggets,"$630,032"
452,"Gary Clark, F",Houston Rockets,"$596,873"
453,"Salah Mejri, C",Dallas Mavericks,"$512,746"
454,"Wesley Matthews, SG",Indiana Pacers,"$512,746"
455,"Nik Stauskas, G",Cleveland Cavaliers,"$504,200"
456,"Jeremy Lin, G",Toronto Raptors,"$487,109"
457,"Enes Freedom, C",Portland Trail Blazers,"$487,109"
458,"John Jenkins, G",Washington Wizards,"$486,520"
459,"Chris Boucher, PF",Toronto Raptors,"$457,418"
460,"Malcolm Miller, F",Toronto Raptors,"$457,418"
461,"Markieff Morris, PF",Oklahoma City Thunder,"$427,288"
462,"Henry Ellenson, PF",New York Knicks,"$341,831"
463,"Pau Gasol, PF",Milwaukee Bucks,"$333,285"
464,"Andrew Bogut, C",Golden State Warriors,"$307,648"
465,"Jaylen Adams, G",Atlanta Hawks,"$270,014"
466,"Danuel House Jr., SF",Houston Rockets,"$247,827"
467,"Jimmer Fredette, G",Phoenix Suns,"$208,509"
468,"Tim Frazier, PG",New Orleans Pelicans,"$196,553"
469,"Dairis Bertans, G",New Orleans Pelicans,"$194,220"
470,"Ray Spalding, F",Phoenix Suns,"$184,746"
471,"Deonte Burton, F",Oklahoma City Thunder,"$151,587"
472,"Cameron Reynolds, SF",Minnesota Timberwolves,"$108,953"
473,"Chris Chiozza, G",Houston Rockets,"$90,005"
474,"JaKarr Sampson, SF",Chicago Bulls,"$85,458"
475,"Michael Carter-Williams, G",Orlando Magic,"$59,820"
476,"Greg Monroe, C",Philadelphia 76ers,"$59,820"
477,"Tyler Zeller, C",Memphis Grizzlies,"$59,820"
478,"Jemerrio Jones, F",Los Angeles Lakers,"$52,108"
479,"Isaac Humphries, C",Atlanta Hawks,"$47,371"
480,"Mitchell Creek, G",Minnesota Timberwolves,"$47,371"
481,"BJ Johnson, F",Sacramento Kings,"$42,634"
482,"Billy Garrett Jr., G",New York Knicks,"$42,634"
483,"Deyonta Davis, F",Atlanta Hawks,"$25,367"
484,"Michael Frazier II, G",Houston Rockets,"$23,685"
485,"Yante Maten, F",Miami Heat,"$18,948"
486,"Eric Moreland, C",Phoenix Suns,"$17,092"
487,"Jordan McRae, G",Washington Wizards,"$17,092"
488,"Jonathan Gibson, G",Boston Celtics,"$17,092"
489,"Tarik Phillip, G",Washington Wizards,"$9,474"
490,"Duncan Robinson, F",Miami Heat,"$9,474"
491,"Kendrick Nunn, G",Washington Wizards,"$4,737"
492,"Theo Pinson, G",Brooklyn Nets,"$4,737"
